id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-235,2025-01-07,000001,Vente,214000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,102,47.83,,,,,,,,,1,2,Appartement,47,2,,,,,,6.061266,46.347269
2025-235,2025-01-07,000001,Vente,214000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0567,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,SAPIN,Sapins ou sapinière,1858,6.042793,46.349401
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0570,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,SAPIN,Sapins ou sapinière,15,6.0427,46.349838
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0572,,,,,,,,,,,,,0,,,,,S,sols,,,48,6.042561,46.349521
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0573,,,,,,,,,,,,,0,,,,,S,sols,,,8,6.04267,46.349816
2025-276,2025-01-15,000001,Vente,600000,1071,,RTE IMPERIALE,0412,01170,01173,Gex,01,,,011730000C0574,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,802,6.042778,46.349535
2025-276,2025-01-15,000001,Vente,600000,1071,,RTE IMPERIALE,0412,01170,01173,Gex,01,,,011730000C0574,,,,,,,,,,,,,0,1,Maison,98,4,S,sols,,,802,6.042778,46.349535
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0577,,,,,,,,,,,,,0,,,,,S,sols,,,99,6.042738,46.3497
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0578,,,,,,,,,,,,,0,,,,,S,sols,,,61,6.042635,46.34957
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0579,,,,,,,,,,,,,0,,,,,S,sols,,,4,6.042693,46.349801
2025-276,2025-01-15,000001,Vente,600000,,,SUR FLORIMONT,B093,01170,01173,Gex,01,,,011730000C0584,,,,,,,,,,,,,0,,,,,S,sols,,,7,6.04272,46.349816
2025-283,2025-01-20,000001,Vente en l'état futur d'achèvement,417500,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,4,77.65,,,,,,,,,1,2,Appartement,77,4,,,,,,6.055678,46.332026
2025-283,2025-01-20,000001,Vente en l'état futur d'achèvement,417500,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,68,25.71,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055678,46.332026
2025-294,2025-01-21,000001,Vente,270000,371,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0278,,,207,,,,,,,,,,1,2,Appartement,58,3,,,,,,6.06311,46.336435
2025-294,2025-01-21,000001,Vente,270000,371,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0278,,,454,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.06311,46.336435
2025-294,2025-01-21,000001,Vente,270000,371,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0278,,,453,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.06311,46.336435
2025-302,2025-01-20,000001,Vente en l'état futur d'achèvement,350000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,5,63.45,,,,,,,,,1,2,Appartement,63,3,,,,,,6.055678,46.332026
2025-302,2025-01-20,000001,Vente en l'état futur d'achèvement,350000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,65,22.7,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055678,46.332026
2025-314,2025-01-29,000001,Vente,215000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,106,42.11,,,,,,,,,1,2,Appartement,42,2,,,,,,6.070893,46.33647
2025-314,2025-01-29,000001,Vente,215000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,171,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070893,46.33647
2025-325,2025-01-13,000001,Vente,390000,341,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,102,,93,,,,,,,,2,2,Appartement,86,4,,,,,,6.061883,46.330288
2025-325,2025-01-13,000001,Vente,390000,341,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,309,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061883,46.330288
2025-325,2025-01-13,000001,Vente,390000,341,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,102,,93,,,,,,,,2,3,Dépendance,,0,,,,,,6.061883,46.330288
2025-362,2025-01-07,000001,Vente,265000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0502,,,,,,,,,,,,,0,,,,,S,sols,,,354,6.043359,46.331799
2025-362,2025-01-07,000001,Vente,265000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0503,,,,,,,,,,,,,0,,,,,S,sols,,,40,6.043444,46.331911
2025-362,2025-01-07,000001,Vente,265000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0505,,,,,,,,,,,,,0,,,,,S,sols,,,20,6.043224,46.331779
2025-540,2025-01-31,000001,Vente,180000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2025-540,2025-01-31,000001,Vente,180000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,35,,,,,,,,,,1,2,Appartement,43,2,,,,,,6.055875,46.341408
2025-540,2025-01-31,000001,Vente,180000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,2,Appartement,21,1,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,2,Appartement,19,1,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,2,Appartement,52,3,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,528,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0137,,,,,,,,,,,,,0,2,Appartement,15,1,S,sols,,,72,6.064119,46.3374
2025-592,2025-02-06,000001,Vente,515000,531,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AC0141,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,72,6.064003,46.337527
2025-606,2025-01-23,000001,Vente,200000,220,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0547,,,11,,5,,,,,,,,2,4,Local industriel. commercial ou assimilé,114,0,,,,,,6.058705,46.333454
2025-676,2025-01-14,000001,Vente,390000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056011,46.325406
2025-676,2025-01-14,000001,Vente,390000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056011,46.325406
2025-676,2025-01-14,000001,Vente,390000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,13,,6,87.37,,,,,,,2,3,Dépendance,,0,,,,,,6.056011,46.325406
2025-676,2025-01-14,000001,Vente,390000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,13,,6,87.37,,,,,,,2,2,Appartement,77,4,,,,,,6.056011,46.325406
2025-679,2025-01-15,000001,Vente,287000,3,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0603,,,11,73.69,,,,,,,,,1,2,Appartement,73,5,,,,,,6.057101,46.334376
2025-685,2025-01-22,000001,Vente,420000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,88,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2025-685,2025-01-22,000001,Vente,420000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,45,85.18,,,,,,,,,1,2,Appartement,95,4,,,,,,6.055875,46.341408
2025-685,2025-01-22,000001,Vente,420000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,98,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2025-722,2025-02-04,000001,Vente,235000,114,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,181,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-722,2025-02-04,000001,Vente,235000,114,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-722,2025-02-04,000001,Vente,235000,114,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,131,49.95,,,,,,,,,1,2,Appartement,49,2,,,,,,6.061266,46.347269
2025-763,2025-01-29,000001,Vente,400000,362,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0241,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.064704,46.330457
2025-763,2025-01-29,000001,Vente,400000,362,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0241,,,30,,37,79.77,,,,,,,2,2,Appartement,79,4,,,,,,6.064704,46.330457
2025-763,2025-01-29,000001,Vente,400000,362,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0241,,,30,,37,79.77,,,,,,,2,3,Dépendance,,0,,,,,,6.064704,46.330457
2025-763,2025-01-29,000001,Vente,400000,362,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0285,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,12,6.065329,46.330037
2025-779,2025-01-20,000001,Vente,120000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,115,29.41,359,,,,,,,,2,2,Appartement,30,1,,,,,,6.071668,46.338093
2025-779,2025-01-20,000001,Vente,120000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-779,2025-01-20,000001,Vente,120000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,115,29.41,359,,,,,,,,2,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-817,2025-01-28,000001,Vente,125000,221,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,332,,356,,,,,,,,2,2,Appartement,24,1,,,,,,6.063262,46.331279
2025-817,2025-01-28,000001,Vente,125000,221,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,332,,356,,,,,,,,2,3,Dépendance,,0,,,,,,6.063262,46.331279
2025-835,2025-02-11,000001,Vente,269000,50,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AL0004,,,12,,5,58.99,,,,,,,2,2,Appartement,62,3,,,,,,6.057436,46.331327
2025-835,2025-02-11,000001,Vente,269000,50,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AL0004,,,12,,5,58.99,,,,,,,2,3,Dépendance,,0,,,,,,6.057436,46.331327
2025-855,2025-01-27,000001,Vente,159065,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063602,46.339432
2025-855,2025-01-27,000001,Vente,159065,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,30,,5,,,,,,,,2,2,Appartement,47,2,,,,,,6.063602,46.339432
2025-855,2025-01-27,000001,Vente,159065,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,30,,5,,,,,,,,2,3,Dépendance,,0,,,,,,6.063602,46.339432
2025-860,2025-01-16,000002,Vente,12365,,,CHAUVILLY,B012,01170,01173,Gex,01,,,01173000AX0105,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,126,6.074166,46.333395
2025-860,2025-01-16,000002,Vente,12365,,,CHAUVILLY,B012,01170,01173,Gex,01,,,01173000AX0207,,,,,,,,,,,,,0,,,,,P,prés,,,2347,6.075579,46.332669
2025-864,2025-02-12,000001,Vente,560000,9002,,CHE DE L EMBOUSSOIR,0250,01170,01173,Gex,01,,,01173000AP0026,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,S,sols,,,61,6.051182,46.325036
2025-864,2025-02-12,000001,Vente,560000,31,,IMP DU LYNX,1530,01170,01173,Gex,01,,,01173000AP0040,,,,,,,,,,,,,0,1,Maison,136,4,S,sols,,,831,6.049942,46.324004
2025-864,2025-02-12,000001,Vente,560000,,,LONGERAY,B051,01170,01173,Gex,01,,,01173000AP0045,,,,,,,,,,,,,0,,,,,S,sols,,,256,6.049352,46.32306
2025-864,2025-02-12,000001,Vente,560000,,,LONGERAY,B051,01170,01173,Gex,01,,,01173000AP0145,,,,,,,,,,,,,0,,,,,S,sols,,,275,6.049899,46.323515
2025-864,2025-02-12,000001,Vente,560000,,,LONGERAY,B051,01170,01173,Gex,01,,,01173000AP0147,,,,,,,,,,,,,0,,,,,S,sols,,,248,6.050466,46.324004
2025-873,2025-02-10,000001,Vente,187000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,116,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063931,46.33889
2025-873,2025-02-10,000001,Vente,187000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,33,48.33,,,,,,,,,1,2,Appartement,47,1,,,,,,6.063931,46.33889
2025-873,2025-02-10,000001,Vente,187000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063931,46.33889
2025-874,2025-02-11,000001,Vente,830000,,,GEX LA VILLE,B042,01170,01173,Gex,01,,,01173000AC0002,,,,,,,,,,,,,0,,,,,P,prés,,,808,6.063297,46.341613
2025-874,2025-02-11,000001,Vente,830000,183,,RUE DU CREUX DU LOUP,0184,01170,01173,Gex,01,,,01173000AC0026,,,,,,,,,,,,,0,1,Maison,135,6,S,sols,,,532,6.063139,46.341578
2025-885,2025-01-30,000001,Vente,67500,270,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0199,,,128,20,214,,,,,,,,2,4,Local industriel. commercial ou assimilé,20,0,,,,,,6.064908,46.332319
2025-928,2025-02-04,000001,Vente,519750,109,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0082,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,633,6.065834,46.337861
2025-928,2025-02-04,000001,Vente,519750,109,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0082,,,,,,,,,,,,,0,1,Maison,158,4,S,sols,,,633,6.065834,46.337861
2025-928,2025-02-04,000001,Vente,519750,109,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0082,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,633,6.065834,46.337861
2025-928,2025-02-04,000001,Vente,519750,109,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0082,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,633,6.065834,46.337861
2025-1037,2025-01-23,000001,Vente,12000,637,,RUE DU CREUX DU LOUP,0184,01170,01173,Gex,01,,,011730000E0646,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,90,6.060657,46.344829
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,37,0,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,2,Appartement,100,4,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,2,Appartement,100,4,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,23,0,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,169,,RUE DES TERREAUX,0680,01170,01173,Gex,01,,,01173000AI0373,,,,,,,,,,,,,0,2,Appartement,80,4,S,sols,,,282,6.057955,46.333358
2025-1045,2025-01-27,000001,Vente,1000000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.058357,46.332454
2025-1045,2025-01-27,000001,Vente,1000000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.058357,46.332454
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,130,4,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,230,0,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,130,0,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,39,2,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,12,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,15,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,12,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,18,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,13,1,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,2,Appartement,49,3,S,sols,,,515,6.057148,46.332113
2025-1101,2025-01-29,000001,Vente,1155000,31,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0065,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,205,0,S,sols,,,515,6.057148,46.332113
2025-1194,2025-02-04,000001,Vente,306000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,187,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,34,0,,,,,,6.058357,46.332454
2025-1194,2025-02-04,000001,Vente,306000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,186,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,60,0,,,,,,6.058357,46.332454
2025-1287,2025-02-04,000001,Vente,160000,303,,CHE DU CRET,0180,01170,01173,Gex,01,,,01173000AC0372,,,35,,,,,,,,,,1,2,Appartement,33,1,,,,,,6.06183,46.339777
2025-1287,2025-02-04,000001,Vente,160000,303,,CHE DU CRET,0180,01170,01173,Gex,01,,,01173000AC0372,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.06183,46.339777
2025-1287,2025-02-04,000001,Vente,160000,303,,CHE DU CRET,0180,01170,01173,Gex,01,,,01173000AC0372,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.06183,46.339777
