id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1422,2025-01-31,000001,Vente,215000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,10,43.18,,,,,,,,,1,2,Appartement,43,2,,,,,,6.055875,46.341408
2025-1422,2025-01-31,000001,Vente,215000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2025-1422,2025-01-31,000001,Vente,215000,,,PRE VERT,B083,01170,01173,Gex,01,,,01173000AB0206,,,,,,,,,,,,,0,,,,,S,sols,,,12,6.056281,46.341324
2025-1425,2025-01-30,000001,Vente,420000,19,,RUE JEAN PERRIER,0460,01170,01173,Gex,01,,,01173000AI0453,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,73,6.05775,46.33435
2025-1453,2025-02-28,000001,Vente,360000,454,,RUE DES ABATTOIRS,0011,01170,01173,Gex,01,,,01173000AK0158,,,226,70.97,,,,,,,,,1,2,Appartement,71,4,,,,,,6.055038,46.329374
2025-1453,2025-02-28,000001,Vente,360000,454,,RUE DES ABATTOIRS,0011,01170,01173,Gex,01,,,01173000AK0158,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055038,46.329374
2025-1453,2025-02-28,000001,Vente,360000,454,,RUE DES ABATTOIRS,0011,01170,01173,Gex,01,,,01173000AK0158,,,205,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055038,46.329374
2025-1485,2025-02-17,000001,Vente,370000,245,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AL0126,,,369,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.057298,46.328964
2025-1485,2025-02-17,000001,Vente,370000,249,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AL0126,,,342,86.67,412,,,,,,,,2,3,Dépendance,,0,,,,,,6.057298,46.328964
2025-1485,2025-02-17,000001,Vente,370000,245,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AL0126,,,497,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.057298,46.328964
2025-1485,2025-02-17,000001,Vente,370000,249,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AL0126,,,342,86.67,412,,,,,,,,2,2,Appartement,70,3,,,,,,6.057298,46.328964
2025-1491,2025-02-04,000001,Vente,15000,173,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,518,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063262,46.331279
2025-1511,2025-02-04,000001,Vente,290000,207,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,209,,250,71.4,,,,,,,2,2,Appartement,71,3,,,,,,6.063262,46.331279
2025-1511,2025-02-04,000001,Vente,290000,207,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,209,,250,71.4,,,,,,,2,3,Dépendance,,0,,,,,,6.063262,46.331279
2025-1512,2025-01-24,000001,Vente,280000,,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,363,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2025-1512,2025-01-24,000001,Vente,280000,256,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,32,61.18,,,,,,,,,1,2,Appartement,61,3,,,,,,6.065041,46.332887
2025-1512,2025-01-24,000001,Vente,280000,256,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,68,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2025-1530,2025-02-24,000001,Vente,93,,,CHAUVILLY,B012,01170,01173,Gex,01,,,01173000AX0208,,,,,,,,,,,,,0,,,,,P,prés,,,93,6.076542,46.332232
2025-1547,2025-02-24,000002,Vente,385,,,GRAND CHAUVILLY,B044,01170,01173,Gex,01,,,01173000BC0085,,,,,,,,,,,,,0,,,,,T,terres,,,275,6.075763,46.331109
2025-1547,2025-02-24,000002,Vente,385,,,GRAND CHAUVILLY,B044,01170,01173,Gex,01,,,01173000BC0087,,,,,,,,,,,,,0,,,,,T,terres,,,110,6.075632,46.330839
2025-1606,2025-02-07,000001,Vente,185000,173,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,514,14.84,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063262,46.331279
2025-1606,2025-02-07,000001,Vente,185000,207,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,230,,254,49.88,,,,,,,2,2,Appartement,50,2,,,,,,6.063262,46.331279
2025-1625,2025-02-19,000001,Vente,304000,205,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0142,,,130,66.9,202,,,,,,,,2,3,Dépendance,,0,,,,,,6.061883,46.330288
2025-1625,2025-02-19,000001,Vente,304000,205,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0142,,,130,66.9,202,,,,,,,,2,2,Appartement,69,3,,,,,,6.061883,46.330288
2025-1625,2025-02-19,000001,Vente,304000,341,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,356,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061883,46.330288
2025-1625,2025-02-19,000001,Vente,304000,205,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0142,,,259,14.56,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061883,46.330288
2025-1666,2025-02-14,000001,Vente,244849,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,114,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063602,46.339432
2025-1666,2025-02-14,000001,Vente,244849,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,18,,39,50.14,,,,,,,2,3,Dépendance,,0,,,,,,6.063602,46.339432
2025-1666,2025-02-14,000001,Vente,244849,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,18,,39,50.14,,,,,,,2,2,Appartement,50,2,,,,,,6.063602,46.339432
2025-1669,2025-02-19,000001,Vente,412500,18,,RLE DES ISSUES,0420,01170,01173,Gex,01,,,01173000AI0157,,,,,,,,,,,,,0,1,Maison,112,4,S,sols,,,94,6.056602,46.335821
2025-1694,2025-02-20,000001,Vente,369000,81,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0396,,,10,,11,,12,,,,,,3,3,Dépendance,,0,,,,,,6.057155,46.332628
2025-1694,2025-02-20,000001,Vente,369000,81,,RUE DU COMMERCE,0140,01170,01173,Gex,01,,,01173000AI0396,,,10,,11,,12,,,,,,3,2,Appartement,134,4,,,,,,6.057155,46.332628
2025-1716,2025-02-27,000001,Vente,81500,29,,RLE DES ISSUES,0420,01170,01173,Gex,01,,,01173000AI0145,,,2,52.16,,,,,,,,,1,2,Appartement,71,4,,,,,,6.056509,46.335572
2025-1791,2025-02-21,000001,Vente,190000,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.054994,46.332585
2025-1791,2025-02-21,000001,Vente,190000,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,143,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.054994,46.332585
2025-1791,2025-02-21,000001,Vente,190000,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,100,50.4,81,,,,,,,,2,2,Appartement,51,2,,,,,,6.054994,46.332585
2025-1791,2025-02-21,000001,Vente,190000,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,100,50.4,81,,,,,,,,2,3,Dépendance,,0,,,,,,6.054994,46.332585
2025-1792,2025-02-17,000001,Vente,300000,42,,PAS DE LA COURONNE,0162,01170,01173,Gex,01,,,01173000AI0337,,,3,92.35,6,,8,,,,,,3,3,Dépendance,,0,,,,,,6.060464,46.332782
2025-1792,2025-02-17,000001,Vente,300000,42,,PAS DE LA COURONNE,0162,01170,01173,Gex,01,,,01173000AI0337,,,3,92.35,6,,8,,,,,,3,3,Dépendance,,0,,,,,,6.060464,46.332782
2025-1792,2025-02-17,000001,Vente,300000,42,,PAS DE LA COURONNE,0162,01170,01173,Gex,01,,,01173000AI0337,,,3,92.35,6,,8,,,,,,3,2,Appartement,95,4,,,,,,6.060464,46.332782
2025-1818,2025-03-11,000001,Vente,186000,256,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,157,38.52,,,,,,,,,1,2,Appartement,38,2,,,,,,6.065041,46.332887
2025-1818,2025-03-11,000001,Vente,186000,256,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,193,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2025-1818,2025-03-11,000001,Vente,186000,,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,290,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2025-1976,2025-03-10,000001,Vente,251000,884,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,256,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2025-1976,2025-03-10,000001,Vente,251000,884,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,164,,54,43.03,,,,,,,2,2,Appartement,43,2,,,,,,6.053835,46.324253
2025-1976,2025-03-10,000001,Vente,251000,884,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,137,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2025-1976,2025-03-10,000001,Vente,251000,884,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,164,,54,43.03,,,,,,,2,3,Dépendance,,0,,,,,,6.053835,46.324253
2025-2162,2025-03-10,000001,Vente,175000,180,,IMP DES GRIVES,1410,01170,01173,Gex,01,,,01173000AP0063,,,63,,,,,,,,,,1,2,Appartement,43,2,,,,,,6.053611,46.323871
2025-2165,2025-03-11,000001,Vente,22000,173,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,518,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063262,46.331279
2025-2182,2025-03-19,000001,Vente,1093500,,,PITEGNY,B072,01170,01173,Gex,01,,,01173000AY0425,,,,,,,,,,,,,0,,,,,S,sols,,,114,6.089023,46.325344
2025-2182,2025-03-19,000001,Vente,1093500,,,PITEGNY,B072,01170,01173,Gex,01,,,01173000AY0466,,,,,,,,,,,,,0,,,,,S,sols,,,11,6.088836,46.325198
2025-2182,2025-03-19,000001,Vente,1093500,145,,IMP DE L'ORGE,1695,01170,01173,Gex,01,,,01173000AY0468,,,,,,,,,,,,,0,1,Maison,200,7,S,sols,,,820,6.089119,46.325255
2025-2183,2025-03-12,000001,Vente,235000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,239,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2025-2183,2025-03-12,000001,Vente,235000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,267,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2025-2183,2025-03-12,000001,Vente,235000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,76,43.71,,,,,,,,,1,2,Appartement,44,2,,,,,,6.053835,46.324253
2025-2454,2025-03-10,000001,Vente,550000,55,,IMP DE L'ARBALETE,1020,01170,01173,Gex,01,,,01173000AM0255,,,,,,,,,,,,,0,1,Maison,101,5,S,sols,,,311,6.059083,46.323689
2025-2454,2025-03-10,000001,Vente,550000,,,LA CURE,B024,01170,01173,Gex,01,,,01173000AM0285,,,,,,,,,,,,,0,,,,,S,sols,,,5443,6.059742,46.323147
2025-2459,2025-03-14,000001,Vente,375400,179,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,139,,203,84.48,,,,,,,2,3,Dépendance,,0,,,,,,6.056376,46.326706
2025-2459,2025-03-14,000001,Vente,375400,179,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,139,,203,84.48,,,,,,,2,2,Appartement,84,4,,,,,,6.056376,46.326706
2025-2470,2025-03-18,000001,Vente,335000,152,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E0084,,,1,,86,,,,,,,,2,2,Appartement,67,3,,,,,,6.062498,46.347515
2025-2470,2025-03-18,000001,Vente,335000,152,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E0084,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.062498,46.347515
2025-2470,2025-03-18,000001,Vente,335000,152,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E0084,,,1,,86,,,,,,,,2,3,Dépendance,,0,,,,,,6.062498,46.347515
2025-2510,2025-03-21,000001,Vente,340000,140,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AC0567,,,45,,86,76.1,,,,,,,2,2,Appartement,77,4,,,,,,6.065187,46.339045
2025-2510,2025-03-21,000001,Vente,340000,140,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AC0567,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065187,46.339045
2025-2510,2025-03-21,000001,Vente,340000,140,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AC0567,,,142,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065187,46.339045
2025-2552,2025-03-17,000001,Vente,295000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0555,,,,,,,,,,,,,0,,,,,P,prés,,,60,6.048,46.332645
2025-2552,2025-03-17,000001,Vente,295000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0556,,,,,,,,,,,,,0,,,,,P,prés,,,723,6.047779,46.332674
2025-2552,2025-03-17,000001,Vente,295000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0559,,,,,,,,,,,,,0,,,,,S,sols,,,12,6.047926,46.332499
2025-2552,2025-03-17,000001,Vente,295000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0560,,,,,,,,,,,,,0,,,,,S,sols,,,25,6.047879,46.332526
2025-2555,2025-03-20,000001,Vente,450000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,237,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-2555,2025-03-20,000001,Vente,450000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,174,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-2555,2025-03-20,000001,Vente,450000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,311,110.95,331,,,,,,,,2,2,Appartement,112,5,,,,,,6.071668,46.338093
2025-2555,2025-03-20,000001,Vente,450000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,236,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-2555,2025-03-20,000001,Vente,450000,165,,CHE DE L AIGLETTE,0024,01170,01173,Gex,01,,,01173000AD0028,,,311,110.95,331,,,,,,,,2,3,Dépendance,,0,,,,,,6.071668,46.338093
2025-2556,2025-03-20,000001,Vente,290000,400,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AD0128,,,2,,6,84.33,,,,,,,2,2,Appartement,64,4,,,,,,6.069617,46.338477
2025-2556,2025-03-20,000001,Vente,290000,400,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AD0128,,,2,,6,84.33,,,,,,,2,3,Dépendance,,0,,,,,,6.069617,46.338477
2025-2556,2025-03-20,000001,Vente,290000,400,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AD0128,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.069617,46.338477
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,2,Appartement,150,5,S,sols,,,100,6.057311,46.334353
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,100,6.057311,46.334353
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,2,Appartement,35,1,S,sols,,,100,6.057311,46.334353
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,100,6.057311,46.334353
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,100,6.057311,46.334353
2025-2576,2025-03-20,000001,Vente,785000,1,,RUE DE LA FONTAINE,0300,01170,01173,Gex,01,,,01173000AI0109,,,,,,,,,,,,,0,2,Appartement,82,3,S,sols,,,100,6.057311,46.334353
2025-2592,2025-03-17,000001,Vente,475000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0553,,,,,,,,,,,,,0,,,,,P,prés,,,475,6.047683,46.332536
2025-2592,2025-03-17,000001,Vente,475000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0554,,,,,,,,,,,,,0,,,,,P,prés,,,23,6.047852,46.332384
2025-2592,2025-03-17,000001,Vente,475000,288,,RUE DE L ETRAZ,0264,01170,01173,Gex,01,,,011730000C0557,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,215,6.047799,46.332523
2025-2592,2025-03-17,000001,Vente,475000,,,LES HUTAINS,B048,01170,01173,Gex,01,,,011730000C0558,,,,,,,,,,,,,0,,,,,S,sols,,,17,6.047901,46.332463
2025-2828,2025-04-03,000001,Vente,450000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,78,89,,,,,,,,,1,2,Appartement,89,4,,,,,,6.056815,46.339469
2025-2828,2025-04-03,000001,Vente,450000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,139,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056815,46.339469
2025-2845,2025-04-09,000001,Vente,255000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,113,45.25,,,,,,,,,1,2,Appartement,45,2,,,,,,6.070893,46.33647
2025-2845,2025-04-09,000001,Vente,255000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,175,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070893,46.33647
2025-2847,2025-03-31,000001,Vente,264120,348,,RUE DE PRE BAILLY,0650,01170,01173,Gex,01,,,01173000AM0063,,,26,66.82,88,,,,,,,,2,2,Appartement,66,3,,,,,,6.056466,46.324429
2025-2847,2025-03-31,000001,Vente,264120,348,,RUE DE PRE BAILLY,0650,01170,01173,Gex,01,,,01173000AM0063,,,26,66.82,88,,,,,,,,2,3,Dépendance,,0,,,,,,6.056466,46.324429
2025-2847,2025-03-31,000001,Vente,264120,348,,RUE DE PRE BAILLY,0650,01170,01173,Gex,01,,,01173000AM0063,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056466,46.324429
2025-2908,2025-03-25,000001,Vente,229000,360,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0243,,,4,46.29,,,,,,,,,1,2,Appartement,46,2,,,,,,6.064049,46.330822
2025-2908,2025-03-25,000001,Vente,229000,,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0244,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065074,46.330105
2025-2908,2025-03-25,000001,Vente,229000,360,,CHE DE BELLE FERME,0039,01170,01173,Gex,01,,,01173000AH0294,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,12,6.065268,46.329846
2025-2960,2025-04-03,000001,Vente,263200,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,59,48.88,,,,,,,,,1,2,Appartement,48,2,,,,,,6.056815,46.339469
2025-2960,2025-04-03,000001,Vente,263200,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056815,46.339469
2025-3046,2025-03-26,000001,Vente,240000,190,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,226,,258,67.49,,,,,,,2,3,Dépendance,,0,,,,,,6.056376,46.326706
2025-3046,2025-03-26,000001,Vente,240000,190,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,226,,258,67.49,,,,,,,2,2,Appartement,67,3,,,,,,6.056376,46.326706
2025-3058,2025-04-14,000001,Vente,177500,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.058357,46.332454
2025-3058,2025-04-14,000001,Vente,177500,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,179,,217,47.32,,,,,,,2,2,Appartement,46,2,,,,,,6.058357,46.332454
2025-3242,2025-04-14,000001,Vente,510000,208,,RUE DES TULIPIERS,0740,01170,01173,Gex,01,,,01173000AI0499,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,273,6.063149,46.336563
2025-3242,2025-04-14,000001,Vente,510000,208,,RUE DES TULIPIERS,0740,01170,01173,Gex,01,,,01173000AI0499,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,273,6.063149,46.336563
2025-3242,2025-04-14,000001,Vente,510000,208,,RUE DES TULIPIERS,0740,01170,01173,Gex,01,,,01173000AI0499,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,273,6.063149,46.336563
2025-3242,2025-04-14,000001,Vente,510000,208,,RUE DES TULIPIERS,0740,01170,01173,Gex,01,,,01173000AI0499,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,273,6.063149,46.336563
2025-3242,2025-04-14,000001,Vente,510000,,,LA VILLE,B110,01170,01173,Gex,01,,,01173000AI0500,,,,,,,,,,,,,0,,,,,S,sols,,,507,6.063238,46.33672
2025-3321,2025-04-01,000001,Vente,140000,36,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,660,35.5,,,,,,,,,1,2,Appartement,37,1,,,,,,6.047194,46.323864
2025-3321,2025-04-01,000001,Vente,140000,36,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,605,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2025-3321,2025-04-01,000001,Vente,140000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,690,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2025-3360,2025-04-14,000001,Vente,270000,18,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,144,48.02,,,,,,,,,1,2,Appartement,48,2,,,,,,6.066036,46.339794
2025-3360,2025-04-14,000001,Vente,270000,18,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.066036,46.339794
2025-3360,2025-04-14,000001,Vente,270000,18,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,139,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.066036,46.339794
2025-3420,2025-04-22,000001,Vente,405000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,122,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063931,46.33889
2025-3420,2025-04-22,000001,Vente,405000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063931,46.33889
2025-3420,2025-04-22,000001,Vente,405000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,47,79.33,,,,,,,,,1,2,Appartement,70,3,,,,,,6.063931,46.33889
2025-3420,2025-04-22,000001,Vente,405000,180,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0380,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063931,46.33889
2025-3425,2025-04-15,000001,Vente,440000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,29,88.7,,,,,,,,,1,2,Appartement,89,4,,,,,,6.056815,46.339469
2025-3425,2025-04-15,000001,Vente,440000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056815,46.339469
2025-3526,2025-04-08,000001,Vente,269900,162,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0037,,,,,,,,,,,,,0,1,Maison,32,1,S,sols,,,65,6.055877,46.332853
2025-3573,2025-04-15,000001,Vente,314400,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,26,66.74,,,,,,,,,1,2,Appartement,67,3,,,,,,6.070893,46.33647
2025-3573,2025-04-15,000001,Vente,314400,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,163,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070893,46.33647
2025-3610,2025-04-24,000001,Vente,360000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-3610,2025-04-24,000001,Vente,360000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,105,66.87,57,,,,,,,,2,2,Appartement,67,3,,,,,,6.061266,46.347269
2025-3610,2025-04-24,000001,Vente,360000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,166,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-3610,2025-04-24,000001,Vente,360000,62,,IMP DU RUISSEAU,0666,01170,01173,Gex,01,,,011730000E1018,,,105,66.87,57,,,,,,,,2,3,Dépendance,,0,,,,,,6.061266,46.347269
2025-3642,2025-04-07,000001,Vente,350000,71,,RUE DU CREUX DU LOUP,0184,01170,01173,Gex,01,,,01173000AC0207,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,424,6.062998,46.340546
